name,value,year,lastValue,rank
A Symonds,42,2008,42,9
A Symonds,63,2008.1,42,16
A Symonds,145,2008.2,63,3
A Symonds,145,2008.3,145,7
A Symonds,145,2008.4,145,11
A Symonds,145,2008.5,145,18
A Symonds,145,2008.6,145,24
A Symonds,145,2008.7,145,29
A Symonds,145,2008.8,145,29
A Symonds,145,2008.9,145,33
A Symonds,187,2009,145,28
A Symonds,222,2009.1,187,29
A Symonds,256,2009.2,222,27
A Symonds,292,2009.3,256,24
A Symonds,324,2009.4,292,24
A Symonds,337,2009.5,324,25
A Symonds,347,2009.6,337,26
A Symonds,374,2009.7,347,27
A Symonds,374,2009.8,374,29
A Symonds,374,2009.9,374,34
A Symonds,380,2010,374,36
A Symonds,438,2010.1,380,32
A Symonds,477,2010.2,438,28
A Symonds,508,2010.3,477,26
A Symonds,532,2010.4,508,24
A Symonds,533,2010.5,532,26
A Symonds,576,2010.6,533,24
A Symonds,596,2010.7,576,23
A Symonds,618,2010.8,596,23
A Symonds,650,2010.9,618,25
A Symonds,825,2011,650,16
A Symonds,870,2011.1,825,16
A Symonds,927,2011.2,870,14
A Symonds,947,2011.3,927,15
A Symonds,955,2011.4,947,14
A Symonds,958,2011.5,955,14
A Symonds,963,2011.6,958,14
A Symonds,965,2011.7,963,17
A Symonds,988,2011.8,965,17
A Symonds,988,2011.9,988,19
A Symonds,988,2012,988,21
A Symonds,988,2012.1,988,22
A Symonds,988,2012.2,988,23
A Symonds,988,2012.3,988,24
A Symonds,988,2012.4,988,26
A Symonds,988,2012.5,988,26
A Symonds,988,2012.6,988,28
A Symonds,988,2012.7,988,30
A Symonds,988,2012.8,988,30
A Symonds,988,2012.9,988,34
A Symonds,988,2013,988,34
A Symonds,988,2013.1,988,37
A Symonds,988,2013.2,988,38
A Symonds,988,2013.3,988,38
A Symonds,988,2013.4,988,40
A Symonds,988,2013.5,988,40
A Symonds,988,2013.6,988,40
A Symonds,988,2013.7,988,40
A Symonds,988,2013.8,988,40
A Symonds,988,2013.9,988,40
A Symonds,988,2014,988,41
A Symonds,988,2014.1,988,42
A Symonds,988,2014.2,988,44
A Symonds,988,2014.3,988,44
A Symonds,988,2014.4,988,44
A Symonds,988,2014.5,988,44
A Symonds,988,2014.6,988,45
A Symonds,988,2014.7,988,45
A Symonds,988,2014.8,988,45
A Symonds,988,2014.9,988,45
A Symonds,988,2015,988,44
A Symonds,988,2015.1,988,44
A Symonds,988,2015.2,988,44
A Symonds,988,2015.3,988,45
A Symonds,988,2015.4,988,45
A Symonds,988,2015.5,988,45
A Symonds,988,2015.6,988,45
A Symonds,988,2015.7,988,46
A Symonds,988,2015.8,988,46
A Symonds,988,2015.9,988,47
A Symonds,988,2016,988,48
A Symonds,988,2016.1,988,49
A Symonds,988,2016.2,988,49
A Symonds,988,2016.3,988,50
A Symonds,988,2016.4,988,50
A Symonds,988,2016.5,988,50
A Symonds,988,2016.6,988,50
A Symonds,988,2016.7,988,50
A Symonds,988,2016.8,988,50
A Symonds,988,2016.9,988,51
A Symonds,988,2017,988,50
A Symonds,988,2017.1,988,50
A Symonds,988,2017.2,988,51
A Symonds,988,2017.3,988,51
A Symonds,988,2017.4,988,52
A Symonds,988,2017.5,988,52
A Symonds,988,2017.6,988,52
A Symonds,988,2017.7,988,53
A Symonds,988,2017.8,988,53
A Symonds,988,2017.9,988,54
A Symonds,988,2018,988,54
A Symonds,988,2018.1,988,54
A Symonds,988,2018.2,988,54
A Symonds,988,2018.3,988,54
A Symonds,988,2018.4,988,55
A Symonds,988,2018.5,988,55
A Symonds,988,2018.6,988,55
A Symonds,988,2018.7,988,56
A Symonds,988,2018.8,988,58
A Symonds,988,2018.9,988,60
A Symonds,988,2019,988,60
A Symonds,988,2019.1,988,60
A Symonds,988,2019.2,988,60
A Symonds,988,2019.3,988,62
A Symonds,988,2019.4,988,62
A Symonds,988,2019.5,988,62
A Symonds,988,2019.6,988,63
A Symonds,988,2019.7,988,63
A Symonds,988,2019.8,988,64
A Symonds,988,2019.9,988,65
A Symonds,988,2020,988,66
A Symonds,988,2020.1,988,66
A Symonds,988,2020.2,988,66
A Symonds,988,2020.3,988,67
A Symonds,988,2020.4,988,67
A Symonds,988,2020.5,988,67
A Symonds,988,2020.6,988,67
A Symonds,988,2020.7,988,68
A Symonds,988,2020.8,988,69
A Symonds,988,2020.9,988,70
AB de Villiers,17,2008,988,23
AB de Villiers,43,2008.1,17,26
AB de Villiers,44,2008.2,43,31
AB de Villiers,70,2008.3,44,31
AB de Villiers,83,2008.4,70,34
AB de Villiers,125,2008.5,83,26
AB de Villiers,125,2008.6,125,34
AB de Villiers,125,2008.7,125,36
AB de Villiers,125,2008.8,125,38
AB de Villiers,125,2008.9,125,39
AB de Villiers,180,2009,125,30
AB de Villiers,223,2009.1,180,27
AB de Villiers,265,2009.2,223,25
AB de Villiers,280,2009.3,265,27
AB de Villiers,286,2009.4,280,30
AB de Villiers,336,2009.5,286,26
AB de Villiers,361,2009.6,336,25
AB de Villiers,396,2009.7,361,24
AB de Villiers,419,2009.8,396,24
AB de Villiers,536,2009.9,419,19
AB de Villiers,554,2010,536,19
AB de Villiers,585,2010.1,554,19
AB de Villiers,601,2010.2,585,19
AB de Villiers,605,2010.3,601,21
AB de Villiers,653,2010.4,605,18
AB de Villiers,684,2010.5,653,18
AB de Villiers,689,2010.6,684,17
AB de Villiers,689,2010.7,689,18
AB de Villiers,689,2010.8,689,18
AB de Villiers,689,2010.9,689,21
AB de Villiers,724,2011,689,21
AB de Villiers,778,2011.1,724,18
AB de Villiers,795,2011.2,778,20
AB de Villiers,835,2011.3,795,21
AB de Villiers,835,2011.4,835,21
AB de Villiers,858,2011.5,835,21
AB de Villiers,867,2011.6,858,21
AB de Villiers,886,2011.7,867,22
AB de Villiers,906,2011.8,886,21
AB de Villiers,943,2011.9,906,23
AB de Villiers,986,2012,943,22
AB de Villiers,1002,2012.1,986,21
AB de Villiers,1005,2012.2,1002,21
AB de Villiers,1016,2012.3,1005,21
AB de Villiers,1030,2012.4,1016,22
AB de Villiers,1089,2012.5,1030,19
AB de Villiers,1126,2012.6,1089,20
AB de Villiers,1126,2012.7,1126,21
AB de Villiers,1133,2012.8,1126,21
AB de Villiers,1172,2012.9,1133,23
AB de Villiers,1198,2013,1172,23
AB de Villiers,1224,2013.1,1198,23
AB de Villiers,1263,2013.2,1224,23
AB de Villiers,1273,2013.3,1263,23
AB de Villiers,1276,2013.4,1273,23
AB de Villiers,1276,2013.5,1276,24
AB de Villiers,1296,2013.6,1276,23
AB de Villiers,1322,2013.7,1296,23
AB de Villiers,1324,2013.8,1322,25
AB de Villiers,1442,2013.9,1324,26
AB de Villiers,1507,2014,1442,24
AB de Villiers,1532,2014.1,1507,24
AB de Villiers,1532,2014.2,1532,24
AB de Villiers,1540,2014.3,1532,25
AB de Villiers,1578,2014.4,1540,25
AB de Villiers,1582,2014.5,1578,25
AB de Villiers,1631,2014.6,1582,25
AB de Villiers,1684,2014.7,1631,22
AB de Villiers,1704,2014.8,1684,23
AB de Villiers,1770,2014.9,1704,23
AB de Villiers,1784,2015,1770,23
AB de Villiers,1802,2015.1,1784,23
AB de Villiers,1818,2015.2,1802,23
AB de Villiers,1832,2015.3,1818,21
AB de Villiers,1867,2015.4,1832,21
AB de Villiers,1932,2015.5,1867,21
AB de Villiers,1936,2015.6,1932,21
AB de Villiers,1945,2015.7,1936,21
AB de Villiers,1976,2015.8,1945,19
AB de Villiers,2127,2015.9,1976,19
AB de Villiers,2171,2016,2127,17
AB de Villiers,2203,2016.1,2171,18
AB de Villiers,2235,2016.2,2203,17
AB de Villiers,2299,2016.3,2235,14
AB de Villiers,2336,2016.4,2299,14
AB de Villiers,2373,2016.5,2336,14
AB de Villiers,2381,2016.6,2373,14
AB de Villiers,2383,2016.7,2381,14
AB de Villiers,2417,2016.8,2383,14
AB de Villiers,2667,2016.9,2417,12
AB de Villiers,2701,2017,2667,12
AB de Villiers,2734,2017.1,2701,12
AB de Villiers,2768,2017.2,2734,11
AB de Villiers,2770,2017.3,2768,12
AB de Villiers,2782,2017.4,2770,12
AB de Villiers,2800,2017.5,2782,11
AB de Villiers,2830,2017.6,2800,11
AB de Villiers,2840,2017.7,2830,11
AB de Villiers,2847,2017.8,2840,11
AB de Villiers,2847,2017.9,2847,12
AB de Villiers,2867,2018,2847,12
AB de Villiers,2925,2018.1,2867,12
AB de Villiers,2941,2018.2,2925,12
AB de Villiers,2943,2018.3,2941,12
AB de Villiers,2987,2018.4,2943,12
AB de Villiers,3036,2018.5,2987,12
AB de Villiers,3038,2018.6,3036,12
AB de Villiers,3053,2018.7,3038,12
AB de Villiers,3091,2018.8,3053,12
AB de Villiers,3180,2018.9,3091,12
AB de Villiers,3187,2019,3180,12
AB de Villiers,3239,2019.1,3187,12
AB de Villiers,3242,2019.2,3239,12
AB de Villiers,3259,2019.3,3242,12
AB de Villiers,3296,2019.4,3259,12
AB de Villiers,3316,2019.5,3296,12
AB de Villiers,3357,2019.6,3316,12
AB de Villiers,3446,2019.7,3357,12
AB de Villiers,3467,2019.8,3446,12
AB de Villiers,3581,2019.9,3467,12
AB de Villiers,3593,2020,3581,12
AB de Villiers,3608,2020.1,3593,12
AB de Villiers,3637,2020.2,3608,12
AB de Villiers,3656,2020.3,3637,13
AB de Villiers,3663,2020.4,3656,14
AB de Villiers,3664,2020.5,3663,14
AB de Villiers,3702,2020.6,3664,13
AB de Villiers,3703,2020.7,3702,14
AB de Villiers,3710,2020.8,3703,14
AB de Villiers,3936,2020.9,3710,11
AC Gilchrist,16,2008,3936,24
AC Gilchrist,29,2008.1,16,35
AC Gilchrist,40,2008.2,29,33
AC Gilchrist,72,2008.3,40,30
AC Gilchrist,77,2008.4,72,37
AC Gilchrist,110,2008.5,77,30
AC Gilchrist,177,2008.6,110,17
AC Gilchrist,235,2008.7,177,7
AC Gilchrist,262,2008.8,235,7
AC Gilchrist,386,2008.9,262,10
AC Gilchrist,393,2009,386,12
AC Gilchrist,451,2009.1,393,6
AC Gilchrist,481,2009.2,451,5
AC Gilchrist,512,2009.3,481,5
AC Gilchrist,514,2009.4,512,6
AC Gilchrist,560,2009.5,514,5
AC Gilchrist,561,2009.6,560,7
AC Gilchrist,612,2009.7,561,3
AC Gilchrist,638,2009.8,612,4
AC Gilchrist,782,2009.9,638,2
AC Gilchrist,818,2010,782,2
AC Gilchrist,838,2010.1,818,2
AC Gilchrist,852,2010.2,838,2
AC Gilchrist,865,2010.3,852,3
AC Gilchrist,866,2010.4,865,3
AC Gilchrist,868,2010.5,866,5
AC Gilchrist,880,2010.6,868,6
AC Gilchrist,895,2010.7,880,8
AC Gilchrist,932,2010.8,895,7
AC Gilchrist,1025,2010.9,932,8
AC Gilchrist,1036,2011,1025,8
AC Gilchrist,1066,2011.1,1036,8
AC Gilchrist,1122,2011.2,1066,8
AC Gilchrist,1148,2011.3,1122,8
AC Gilchrist,1182,2011.4,1148,8
AC Gilchrist,1209,2011.5,1182,8
AC Gilchrist,1212,2011.6,1209,8
AC Gilchrist,1212,2011.7,1212,8
AC Gilchrist,1219,2011.8,1212,8
AC Gilchrist,1320,2011.9,1219,7
AC Gilchrist,1348,2012,1320,7
AC Gilchrist,1356,2012.1,1348,7
AC Gilchrist,1390,2012.2,1356,7
AC Gilchrist,1411,2012.3,1390,7
AC Gilchrist,1444,2012.4,1411,7
AC Gilchrist,1506,2012.5,1444,7
AC Gilchrist,1518,2012.6,1506,7
AC Gilchrist,1518,2012.7,1518,7
AC Gilchrist,1518,2012.8,1518,7
AC Gilchrist,1518,2012.9,1518,13
AC Gilchrist,1522,2013,1518,14
AC Gilchrist,1528,2013.1,1522,14
AC Gilchrist,1528,2013.2,1528,14
AC Gilchrist,1541,2013.3,1528,15
AC Gilchrist,1572,2013.4,1541,14
AC Gilchrist,1578,2013.5,1572,15
AC Gilchrist,1601,2013.6,1578,15
AC Gilchrist,1641,2013.7,1601,15
AC Gilchrist,1704,2013.8,1641,13
AC Gilchrist,1784,2013.9,1704,14
AC Gilchrist,1784,2014,1784,15
AC Gilchrist,1784,2014.1,1784,16
AC Gilchrist,1784,2014.2,1784,17
AC Gilchrist,1784,2014.3,1784,17
AC Gilchrist,1784,2014.4,1784,17
AC Gilchrist,1784,2014.5,1784,17
AC Gilchrist,1784,2014.6,1784,18
AC Gilchrist,1784,2014.7,1784,19
AC Gilchrist,1784,2014.8,1784,19
AC Gilchrist,1784,2014.9,1784,22
AC Gilchrist,1784,2015,1784,24
AC Gilchrist,1784,2015.1,1784,24
AC Gilchrist,1784,2015.2,1784,25
AC Gilchrist,1784,2015.3,1784,26
AC Gilchrist,1784,2015.4,1784,27
AC Gilchrist,1784,2015.5,1784,27
AC Gilchrist,1784,2015.6,1784,28
AC Gilchrist,1784,2015.7,1784,28
AC Gilchrist,1784,2015.8,1784,28
AC Gilchrist,1784,2015.9,1784,28
AC Gilchrist,1784,2016,1784,28
AC Gilchrist,1784,2016.1,1784,29
AC Gilchrist,1784,2016.2,1784,30
AC Gilchrist,1784,2016.3,1784,30
AC Gilchrist,1784,2016.4,1784,31
AC Gilchrist,1784,2016.5,1784,31
AC Gilchrist,1784,2016.6,1784,31
AC Gilchrist,1784,2016.7,1784,31
AC Gilchrist,1784,2016.8,1784,31
AC Gilchrist,1784,2016.9,1784,32
AC Gilchrist,1784,2017,1784,31
AC Gilchrist,1784,2017.1,1784,31
AC Gilchrist,1784,2017.2,1784,31
AC Gilchrist,1784,2017.3,1784,32
AC Gilchrist,1784,2017.4,1784,32
AC Gilchrist,1784,2017.5,1784,33
AC Gilchrist,1784,2017.6,1784,33
AC Gilchrist,1784,2017.7,1784,33
AC Gilchrist,1784,2017.8,1784,33
AC Gilchrist,1784,2017.9,1784,34
AC Gilchrist,1784,2018,1784,34
AC Gilchrist,1784,2018.1,1784,34
AC Gilchrist,1784,2018.2,1784,34
AC Gilchrist,1784,2018.3,1784,34
AC Gilchrist,1784,2018.4,1784,34
AC Gilchrist,1784,2018.5,1784,34
AC Gilchrist,1784,2018.6,1784,34
AC Gilchrist,1784,2018.7,1784,34
AC Gilchrist,1784,2018.8,1784,34
AC Gilchrist,1784,2018.9,1784,35
AC Gilchrist,1784,2019,1784,34
AC Gilchrist,1784,2019.1,1784,34
AC Gilchrist,1784,2019.2,1784,34
AC Gilchrist,1784,2019.3,1784,35
AC Gilchrist,1784,2019.4,1784,35
AC Gilchrist,1784,2019.5,1784,35
AC Gilchrist,1784,2019.6,1784,35
AC Gilchrist,1784,2019.7,1784,35
AC Gilchrist,1784,2019.8,1784,35
AC Gilchrist,1784,2019.9,1784,37
AC Gilchrist,1784,2020,1784,38
AC Gilchrist,1784,2020.1,1784,39
AC Gilchrist,1784,2020.2,1784,39
AC Gilchrist,1784,2020.3,1784,39
AC Gilchrist,1784,2020.4,1784,39
AC Gilchrist,1784,2020.5,1784,40
AC Gilchrist,1784,2020.6,1784,42
AC Gilchrist,1784,2020.7,1784,42
AC Gilchrist,1784,2020.8,1784,42
AC Gilchrist,1784,2020.9,1784,43
AD Mathews,0,2008,1784,50
AD Mathews,0,2008.1,0,50
AD Mathews,0,2008.2,0,50
AD Mathews,0,2008.3,0,50
AD Mathews,0,2008.4,0,50
AD Mathews,0,2008.5,0,50
AD Mathews,0,2008.6,0,50
AD Mathews,0,2008.7,0,50
AD Mathews,0,2008.8,0,50
AD Mathews,0,2008.9,0,50
AD Mathews,0,2009,0,59
AD Mathews,0,2009.1,0,59
AD Mathews,0,2009.2,0,59
AD Mathews,0,2009.3,0,59
AD Mathews,0,2009.4,0,59
AD Mathews,0,2009.5,0,59
AD Mathews,0,2009.6,0,59
AD Mathews,0,2009.7,0,59
AD Mathews,0,2009.8,0,59
AD Mathews,0,2009.9,0,59
AD Mathews,58,2010,0,58
AD Mathews,71,2010.1,58,58
AD Mathews,73,2010.2,71,59
AD Mathews,83,2010.3,73,58
AD Mathews,99,2010.4,83,56
AD Mathews,105,2010.5,99,58
AD Mathews,124,2010.6,105,58
AD Mathews,163,2010.7,124,56
AD Mathews,165,2010.8,163,57
AD Mathews,258,2010.9,165,49
AD Mathews,258,2011,258,50
AD Mathews,258,2011.1,258,52
AD Mathews,258,2011.2,258,52
AD Mathews,258,2011.3,258,53
AD Mathews,258,2011.4,258,54
AD Mathews,258,2011.5,258,54
AD Mathews,258,2011.6,258,55
AD Mathews,258,2011.7,258,55
AD Mathews,258,2011.8,258,55
AD Mathews,258,2011.9,258,55
AD Mathews,271,2012,258,56
AD Mathews,273,2012.1,271,56
AD Mathews,309,2012.2,273,56
AD Mathews,309,2012.3,309,57
AD Mathews,330,2012.4,309,56
AD Mathews,353,2012.5,330,55
AD Mathews,376,2012.6,353,55
AD Mathews,406,2012.7,376,55
AD Mathews,406,2012.8,406,55
AD Mathews,406,2012.9,406,56
AD Mathews,411,2013,406,56
AD Mathews,414,2013.1,411,56
AD Mathews,416,2013.2,414,57
AD Mathews,436,2013.3,416,57
AD Mathews,465,2013.4,436,57
AD Mathews,490,2013.5,465,57
AD Mathews,520,2013.6,490,57
AD Mathews,550,2013.7,520,57
AD Mathews,553,2013.8,550,57
AD Mathews,573,2013.9,553,57
AD Mathews,573,2014,573,57
AD Mathews,573,2014.1,573,57
AD Mathews,573,2014.2,573,58
AD Mathews,573,2014.3,573,58
AD Mathews,573,2014.4,573,58
AD Mathews,573,2014.5,573,59
AD Mathews,573,2014.6,573,59
AD Mathews,573,2014.7,573,60
AD Mathews,573,2014.8,573,60
AD Mathews,573,2014.9,573,62
AD Mathews,587,2015,573,61
AD Mathews,591,2015.1,587,61
AD Mathews,598,2015.2,591,62
AD Mathews,613,2015.3,598,62
AD Mathews,618,2015.4,613,63
AD Mathews,619,2015.5,618,63
AD Mathews,639,2015.6,619,64
AD Mathews,656,2015.7,639,63
AD Mathews,671,2015.8,656,63
AD Mathews,674,2015.9,671,64
AD Mathews,674,2016,674,63
AD Mathews,674,2016.1,674,63
AD Mathews,674,2016.2,674,63
AD Mathews,674,2016.3,674,63
AD Mathews,674,2016.4,674,64
AD Mathews,674,2016.5,674,65
AD Mathews,674,2016.6,674,66
AD Mathews,674,2016.7,674,67
AD Mathews,674,2016.8,674,67
AD Mathews,674,2016.9,674,69
AD Mathews,683,2017,674,68
AD Mathews,712,2017.1,683,66
AD Mathews,712,2017.2,712,66
AD Mathews,712,2017.3,712,66
AD Mathews,712,2017.4,712,67
AD Mathews,712,2017.5,712,68
AD Mathews,712,2017.6,712,70
AD Mathews,712,2017.7,712,70
AD Mathews,712,2017.8,712,70
AD Mathews,712,2017.9,712,70
AD Mathews,712,2018,712,70
AD Mathews,712,2018.1,712,70
AD Mathews,712,2018.2,712,71
AD Mathews,712,2018.3,712,72
AD Mathews,712,2018.4,712,72
AD Mathews,712,2018.5,712,72
AD Mathews,712,2018.6,712,73
AD Mathews,712,2018.7,712,75
AD Mathews,712,2018.8,712,76
AD Mathews,712,2018.9,712,78
AD Mathews,712,2019,712,79
AD Mathews,712,2019.1,712,79
AD Mathews,712,2019.2,712,80
AD Mathews,712,2019.3,712,80
AD Mathews,712,2019.4,712,80
AD Mathews,712,2019.5,712,81
AD Mathews,712,2019.6,712,82
AD Mathews,712,2019.7,712,83
AD Mathews,712,2019.8,712,83
AD Mathews,712,2019.9,712,83
AD Mathews,712,2020,712,83
AD Mathews,712,2020.1,712,83
AD Mathews,712,2020.2,712,85
AD Mathews,712,2020.3,712,85
AD Mathews,712,2020.4,712,85
AD Mathews,712,2020.5,712,85
AD Mathews,712,2020.6,712,85
AD Mathews,712,2020.7,712,87
AD Mathews,712,2020.8,712,88
AD Mathews,712,2020.9,712,89
AD Russell,0,2008,712,51
AD Russell,0,2008.1,0,51
AD Russell,0,2008.2,0,51
AD Russell,0,2008.3,0,51
AD Russell,0,2008.4,0,51
AD Russell,0,2008.5,0,51
AD Russell,0,2008.6,0,51
AD Russell,0,2008.7,0,51
AD Russell,0,2008.8,0,51
AD Russell,0,2008.9,0,51
AD Russell,0,2009,0,60
AD Russell,0,2009.1,0,60
AD Russell,0,2009.2,0,60
AD Russell,0,2009.3,0,60
AD Russell,0,2009.4,0,60
AD Russell,0,2009.5,0,60
AD Russell,0,2009.6,0,60
AD Russell,0,2009.7,0,60
AD Russell,0,2009.8,0,60
AD Russell,0,2009.9,0,60
AD Russell,0,2010,0,67
AD Russell,0,2010.1,0,67
AD Russell,0,2010.2,0,67
AD Russell,0,2010.3,0,67
AD Russell,0,2010.4,0,67
AD Russell,0,2010.5,0,67
AD Russell,0,2010.6,0,67
AD Russell,0,2010.7,0,67
AD Russell,0,2010.8,0,67
AD Russell,0,2010.9,0,67
AD Russell,0,2011,0,69
AD Russell,0,2011.1,0,69
AD Russell,0,2011.2,0,69
AD Russell,0,2011.3,0,69
AD Russell,0,2011.4,0,69
AD Russell,0,2011.5,0,69
AD Russell,0,2011.6,0,69
AD Russell,0,2011.7,0,69
AD Russell,0,2011.8,0,69
AD Russell,0,2011.9,0,69
AD Russell,18,2012,0,72
AD Russell,25,2012.1,18,73
AD Russell,25,2012.2,25,74
AD Russell,25,2012.3,25,74
AD Russell,25,2012.4,25,74
AD Russell,25,2012.5,25,74
AD Russell,25,2012.6,25,74
AD Russell,25,2012.7,25,74
AD Russell,25,2012.8,25,74
AD Russell,25,2012.9,25,74
AD Russell,30,2013,25,75
AD Russell,43,2013.1,30,75
AD Russell,43,2013.2,43,75
AD Russell,43,2013.3,43,75
AD Russell,43,2013.4,43,75
AD Russell,43,2013.5,43,77
AD Russell,43,2013.6,43,77
AD Russell,43,2013.7,43,77
AD Russell,43,2013.8,43,77
AD Russell,43,2013.9,43,77
AD Russell,48,2014,43,79
AD Russell,55,2014.1,48,81
AD Russell,55,2014.2,55,82
AD Russell,55,2014.3,55,83
AD Russell,55,2014.4,55,84
AD Russell,55,2014.5,55,84
AD Russell,55,2014.6,55,84
AD Russell,55,2014.7,55,84
AD Russell,55,2014.8,55,84
AD Russell,55,2014.9,55,84
AD Russell,66,2015,55,82
AD Russell,108,2015.1,66,80
AD Russell,151,2015.2,108,80
AD Russell,156,2015.3,151,80
AD Russell,171,2015.4,156,80
AD Russell,177,2015.5,171,81
AD Russell,197,2015.6,177,81
AD Russell,199,2015.7,197,81
AD Russell,229,2015.8,199,81
AD Russell,277,2015.9,229,81
AD Russell,300,2016,277,78
AD Russell,303,2016.1,300,79
AD Russell,327,2016.2,303,79
AD Russell,338,2016.3,327,79
AD Russell,357,2016.4,338,79
AD Russell,393,2016.5,357,78
AD Russell,418,2016.6,393,78
AD Russell,451,2016.7,418,77
AD Russell,451,2016.8,451,78
AD Russell,451,2016.9,451,78
AD Russell,451,2017,451,77
AD Russell,451,2017.1,451,77
AD Russell,451,2017.2,451,77
AD Russell,451,2017.3,451,78
AD Russell,451,2017.4,451,78
AD Russell,451,2017.5,451,79
AD Russell,451,2017.6,451,79
AD Russell,451,2017.7,451,79
AD Russell,451,2017.8,451,80
AD Russell,451,2017.9,451,81
AD Russell,455,2018,451,82
AD Russell,511,2018.1,455,81
AD Russell,515,2018.2,511,82
AD Russell,545,2018.3,515,82
AD Russell,553,2018.4,545,82
AD Russell,610,2018.5,553,81
AD Russell,611,2018.6,610,81
AD Russell,615,2018.7,611,81
AD Russell,617,2018.8,615,81
AD Russell,697,2018.9,617,81
AD Russell,739,2019,697,77
AD Russell,768,2019.1,739,75
AD Russell,809,2019.2,768,72
AD Russell,835,2019.3,809,72
AD Russell,873,2019.4,835,71
AD Russell,902,2019.5,873,70
AD Russell,905,2019.6,902,70
AD Russell,961,2019.7,905,66
AD Russell,976,2019.8,961,66
AD Russell,1076,2019.9,976,62
AD Russell,1078,2020,1076,63
AD Russell,1085,2020.1,1078,62
AD Russell,1100,2020.2,1085,62
AD Russell,1112,2020.3,1100,62
AD Russell,1118,2020.4,1112,61
AD Russell,1119,2020.5,1118,61
AD Russell,1137,2020.6,1119,61
AD Russell,1148,2020.7,1137,61
AD Russell,1171,2020.8,1148,59
AD Russell,1171,2020.9,1171,61
AJ Finch,0,2008,1171,52
AJ Finch,0,2008.1,0,52
AJ Finch,0,2008.2,0,52
AJ Finch,0,2008.3,0,52
AJ Finch,0,2008.4,0,52
AJ Finch,0,2008.5,0,52
AJ Finch,0,2008.6,0,52
AJ Finch,0,2008.7,0,52
AJ Finch,0,2008.8,0,52
AJ Finch,0,2008.9,0,52
AJ Finch,0,2009,0,61
AJ Finch,0,2009.1,0,61
AJ Finch,0,2009.2,0,61
AJ Finch,0,2009.3,0,61
AJ Finch,0,2009.4,0,61
AJ Finch,0,2009.5,0,61
AJ Finch,0,2009.6,0,61
AJ Finch,0,2009.7,0,61
AJ Finch,0,2009.8,0,61
AJ Finch,0,2009.9,0,61
AJ Finch,12,2010,0,63
AJ Finch,12,2010.1,12,65
AJ Finch,12,2010.2,12,65
AJ Finch,12,2010.3,12,65
AJ Finch,12,2010.4,12,64
AJ Finch,12,2010.5,12,64
AJ Finch,12,2010.6,12,64
AJ Finch,12,2010.7,12,64
AJ Finch,12,2010.8,12,64
AJ Finch,12,2010.9,12,64
AJ Finch,25,2011,12,67
AJ Finch,45,2011.1,25,63
AJ Finch,49,2011.2,45,63
AJ Finch,50,2011.3,49,65
AJ Finch,57,2011.4,50,64
AJ Finch,57,2011.5,57,64
AJ Finch,57,2011.6,57,64
AJ Finch,57,2011.7,57,64
AJ Finch,57,2011.8,57,64
AJ Finch,57,2011.9,57,64
AJ Finch,100,2012,57,64
AJ Finch,140,2012.1,100,62
AJ Finch,140,2012.2,140,62
AJ Finch,140,2012.3,140,63
AJ Finch,140,2012.4,140,63
AJ Finch,140,2012.5,140,64
AJ Finch,140,2012.6,140,66
AJ Finch,140,2012.7,140,66
AJ Finch,140,2012.8,140,66
AJ Finch,140,2012.9,140,66
AJ Finch,205,2013,140,65
AJ Finch,206,2013.1,205,65
AJ Finch,263,2013.2,206,64
AJ Finch,282,2013.3,263,65
AJ Finch,322,2013.4,282,65
AJ Finch,344,2013.5,322,63
AJ Finch,379,2013.6,344,63
AJ Finch,388,2013.7,379,63
AJ Finch,405,2013.8,388,63
AJ Finch,519,2013.9,405,58
AJ Finch,521,2014,519,58
AJ Finch,534,2014.1,521,58
AJ Finch,601,2014.2,534,57
AJ Finch,654,2014.3,601,55
AJ Finch,682,2014.4,654,55
AJ Finch,689,2014.5,682,55
AJ Finch,710,2014.6,689,55
AJ Finch,715,2014.7,710,55
AJ Finch,798,2014.8,715,52
AJ Finch,852,2014.9,798,50
AJ Finch,853,2015,852,50
AJ Finch,867,2015.1,853,49
AJ Finch,898,2015.2,867,49
AJ Finch,898,2015.3,898,49
AJ Finch,898,2015.4,898,50
AJ Finch,898,2015.5,898,50
AJ Finch,898,2015.6,898,50
AJ Finch,898,2015.7,898,50
AJ Finch,898,2015.8,898,50
AJ Finch,898,2015.9,898,53
AJ Finch,955,2016,898,50
AJ Finch,1000,2016.1,955,48
AJ Finch,1079,2016.2,1000,46
AJ Finch,1080,2016.3,1079,46
AJ Finch,1089,2016.4,1080,46
AJ Finch,1139,2016.5,1089,46
AJ Finch,1152,2016.6,1139,46
AJ Finch,1209,2016.7,1152,42
AJ Finch,1252,2016.8,1209,42
AJ Finch,1311,2016.9,1252,41
AJ Finch,1324,2017,1311,41
AJ Finch,1327,2017.1,1324,41
AJ Finch,1347,2017.2,1327,41
AJ Finch,1364,2017.3,1347,40
AJ Finch,1374,2017.4,1364,40
AJ Finch,1384,2017.5,1374,40
AJ Finch,1416,2017.6,1384,40
AJ Finch,1418,2017.7,1416,41
AJ Finch,1425,2017.8,1418,40
AJ Finch,1522,2017.9,1425,37
AJ Finch,1523,2018,1522,37
AJ Finch,1524,2018.1,1523,37
AJ Finch,1529,2018.2,1524,39
