name,value,year,lastValue,rank
DR Smith,1092,2014.8,1033,41
DR Smith,1283,2014.9,1092,37
DR Smith,1325,2015,1283,36
DR Smith,1363,2015.1,1325,35
DR Smith,1367,2015.2,1363,36
DR Smith,1434,2015.3,1367,34
DR Smith,1496,2015.4,1434,32
DR Smith,1522,2015.5,1496,31
DR Smith,1532,2015.6,1522,32
DR Smith,1562,2015.7,1532,32
DR Smith,1592,2015.8,1562,32
DR Smith,1740,2015.9,1592,29
DR Smith,1775,2016,1740,29
DR Smith,1815,2016.1,1775,28
DR Smith,1882,2016.2,1815,26
DR Smith,1913,2016.3,1882,26
DR Smith,1936,2016.4,1913,26
DR Smith,1946,2016.5,1936,26
DR Smith,1968,2016.6,1946,25
DR Smith,1976,2016.7,1968,25
DR Smith,1977,2016.8,1976,25
DR Smith,2058,2016.9,1977,25
DR Smith,2084,2017,2058,24
DR Smith,2126,2017.1,2084,24
DR Smith,2128,2017.2,2126,24
DR Smith,2132,2017.3,2128,24
DR Smith,2139,2017.4,2132,25
DR Smith,2146,2017.5,2139,25
DR Smith,2147,2017.6,2146,25
DR Smith,2153,2017.7,2147,25
DR Smith,2228,2017.8,2153,25
DR Smith,2277,2017.9,2228,25
DR Smith,2277,2018,2277,25
DR Smith,2277,2018.1,2277,25
DR Smith,2277,2018.2,2277,25
DR Smith,2277,2018.3,2277,25
DR Smith,2277,2018.4,2277,25
DR Smith,2277,2018.5,2277,25
DR Smith,2277,2018.6,2277,26
DR Smith,2277,2018.7,2277,26
DR Smith,2277,2018.8,2277,26
DR Smith,2277,2018.9,2277,26
DR Smith,2277,2019,2277,25
DR Smith,2277,2019.1,2277,25
DR Smith,2277,2019.2,2277,25
DR Smith,2277,2019.3,2277,25
DR Smith,2277,2019.4,2277,25
DR Smith,2277,2019.5,2277,25
DR Smith,2277,2019.6,2277,25
DR Smith,2277,2019.7,2277,25
DR Smith,2277,2019.8,2277,25
DR Smith,2277,2019.9,2277,25
DR Smith,2277,2020,2277,25
DR Smith,2277,2020.1,2277,25
DR Smith,2277,2020.2,2277,25
DR Smith,2277,2020.3,2277,25
DR Smith,2277,2020.4,2277,25
DR Smith,2277,2020.5,2277,25
DR Smith,2277,2020.6,2277,26
DR Smith,2277,2020.7,2277,26
DR Smith,2277,2020.8,2277,27
DR Smith,2277,2020.9,2277,29
EJG Morgan,0,2008,2277,60
EJG Morgan,0,2008.1,0,60
EJG Morgan,0,2008.2,0,60
EJG Morgan,0,2008.3,0,60
EJG Morgan,0,2008.4,0,60
EJG Morgan,0,2008.5,0,60
EJG Morgan,0,2008.6,0,60
EJG Morgan,0,2008.7,0,60
EJG Morgan,0,2008.8,0,60
EJG Morgan,0,2008.9,0,60
EJG Morgan,0,2009,0,67
EJG Morgan,0,2009.1,0,67
EJG Morgan,0,2009.2,0,67
EJG Morgan,0,2009.3,0,67
EJG Morgan,0,2009.4,0,67
EJG Morgan,0,2009.5,0,67
EJG Morgan,0,2009.6,0,67
EJG Morgan,0,2009.7,0,67
EJG Morgan,0,2009.8,0,67
EJG Morgan,0,2009.9,0,67
EJG Morgan,14,2010,0,62
EJG Morgan,23,2010.1,14,63
EJG Morgan,27,2010.2,23,64
EJG Morgan,45,2010.3,27,63
EJG Morgan,45,2010.4,45,62
EJG Morgan,45,2010.5,45,62
EJG Morgan,45,2010.6,45,62
EJG Morgan,45,2010.7,45,62
EJG Morgan,45,2010.8,45,62
EJG Morgan,45,2010.9,45,62
EJG Morgan,56,2011,45,62
EJG Morgan,62,2011.1,56,62
EJG Morgan,63,2011.2,62,62
EJG Morgan,64,2011.3,63,62
EJG Morgan,78,2011.4,64,63
EJG Morgan,96,2011.5,78,62
EJG Morgan,171,2011.6,96,60
EJG Morgan,184,2011.7,171,60
EJG Morgan,191,2011.8,184,60
EJG Morgan,191,2011.9,191,60
EJG Morgan,191,2012,191,60
EJG Morgan,191,2012.1,191,61
EJG Morgan,191,2012.2,191,61
EJG Morgan,191,2012.3,191,61
EJG Morgan,191,2012.4,191,61
EJG Morgan,191,2012.5,191,62
EJG Morgan,191,2012.6,191,63
EJG Morgan,191,2012.7,191,63
EJG Morgan,191,2012.8,191,64
EJG Morgan,191,2012.9,191,64
EJG Morgan,210,2013,191,64
EJG Morgan,257,2013.1,210,64
EJG Morgan,263,2013.2,257,65
EJG Morgan,283,2013.3,263,64
EJG Morgan,328,2013.4,283,64
EJG Morgan,332,2013.5,328,65
EJG Morgan,352,2013.6,332,64
EJG Morgan,383,2013.7,352,64
EJG Morgan,419,2013.8,383,62
EJG Morgan,478,2013.9,419,60
EJG Morgan,478,2014,478,60
EJG Morgan,478,2014.1,478,61
EJG Morgan,478,2014.2,478,62
EJG Morgan,478,2014.3,478,63
EJG Morgan,478,2014.4,478,64
EJG Morgan,478,2014.5,478,65
EJG Morgan,478,2014.6,478,65
EJG Morgan,478,2014.7,478,65
EJG Morgan,478,2014.8,478,65
EJG Morgan,478,2014.9,478,66
EJG Morgan,504,2015,478,65
EJG Morgan,505,2015.1,504,65
EJG Morgan,547,2015.2,505,65
EJG Morgan,563,2015.3,547,65
EJG Morgan,621,2015.4,563,62
EJG Morgan,646,2015.5,621,61
EJG Morgan,657,2015.6,646,62
EJG Morgan,660,2015.7,657,62
EJG Morgan,678,2015.8,660,62
EJG Morgan,678,2015.9,678,63
EJG Morgan,690,2016,678,62
EJG Morgan,770,2016.1,690,59
EJG Morgan,797,2016.2,770,58
EJG Morgan,820,2016.3,797,58
EJG Morgan,822,2016.4,820,58
EJG Morgan,840,2016.5,822,58
EJG Morgan,840,2016.6,840,58
EJG Morgan,840,2016.7,840,58
EJG Morgan,840,2016.8,840,58
EJG Morgan,840,2016.9,840,59
EJG Morgan,870,2017,840,57
EJG Morgan,891,2017.1,870,57
EJG Morgan,914,2017.2,891,56
EJG Morgan,922,2017.3,914,56
EJG Morgan,922,2017.4,922,56
EJG Morgan,922,2017.5,922,56
EJG Morgan,922,2017.6,922,56
EJG Morgan,922,2017.7,922,56
EJG Morgan,922,2017.8,922,57
EJG Morgan,922,2017.9,922,58
EJG Morgan,922,2018,922,58
EJG Morgan,922,2018.1,922,58
EJG Morgan,922,2018.2,922,58
EJG Morgan,922,2018.3,922,59
EJG Morgan,922,2018.4,922,59
EJG Morgan,922,2018.5,922,61
EJG Morgan,922,2018.6,922,61
EJG Morgan,922,2018.7,922,63
EJG Morgan,922,2018.8,922,63
EJG Morgan,922,2018.9,922,65
EJG Morgan,922,2019,922,64
EJG Morgan,922,2019.1,922,66
EJG Morgan,922,2019.2,922,66
EJG Morgan,922,2019.3,922,67
EJG Morgan,922,2019.4,922,67
EJG Morgan,922,2019.5,922,67
EJG Morgan,922,2019.6,922,68
EJG Morgan,922,2019.7,922,69
EJG Morgan,922,2019.8,922,69
EJG Morgan,922,2019.9,922,70
EJG Morgan,966,2020,922,68
EJG Morgan,979,2020.1,966,68
EJG Morgan,984,2020.2,979,67
EJG Morgan,1052,2020.3,984,64
EJG Morgan,1065,2020.4,1052,65
EJG Morgan,1093,2020.5,1065,63
EJG Morgan,1106,2020.6,1093,63
EJG Morgan,1131,2020.7,1106,62
EJG Morgan,1182,2020.8,1131,58
EJG Morgan,1341,2020.9,1182,57
F du Plessis,0,2008,1341,61
F du Plessis,0,2008.1,0,61
F du Plessis,0,2008.2,0,61
F du Plessis,0,2008.3,0,61
F du Plessis,0,2008.4,0,61
F du Plessis,0,2008.5,0,61
F du Plessis,0,2008.6,0,61
F du Plessis,0,2008.7,0,61
F du Plessis,0,2008.8,0,61
F du Plessis,0,2008.9,0,61
F du Plessis,0,2009,0,68
F du Plessis,0,2009.1,0,68
F du Plessis,0,2009.2,0,68
F du Plessis,0,2009.3,0,68
F du Plessis,0,2009.4,0,68
F du Plessis,0,2009.5,0,68
F du Plessis,0,2009.6,0,68
F du Plessis,0,2009.7,0,68
F du Plessis,0,2009.8,0,68
F du Plessis,0,2009.9,0,68
F du Plessis,0,2010,0,72
F du Plessis,0,2010.1,0,72
F du Plessis,0,2010.2,0,72
F du Plessis,0,2010.3,0,72
F du Plessis,0,2010.4,0,72
F du Plessis,0,2010.5,0,72
F du Plessis,0,2010.6,0,72
F du Plessis,0,2010.7,0,72
F du Plessis,0,2010.8,0,72
F du Plessis,0,2010.9,0,72
F du Plessis,0,2011,0,74
F du Plessis,0,2011.1,0,74
F du Plessis,0,2011.2,0,74
F du Plessis,0,2011.3,0,74
F du Plessis,0,2011.4,0,74
F du Plessis,0,2011.5,0,74
F du Plessis,0,2011.6,0,74
F du Plessis,0,2011.7,0,74
F du Plessis,0,2011.8,0,74
F du Plessis,0,2011.9,0,74
F du Plessis,1,2012,0,77
F du Plessis,29,2012.1,1,71
F du Plessis,40,2012.2,29,71
F du Plessis,75,2012.3,40,70
F du Plessis,105,2012.4,75,66
F du Plessis,191,2012.5,105,63
F du Plessis,234,2012.6,191,61
F du Plessis,253,2012.7,234,61
F du Plessis,260,2012.8,253,62
F du Plessis,333,2012.9,260,60
F du Plessis,333,2013,333,62
F du Plessis,333,2013.1,333,63
F du Plessis,333,2013.2,333,63
F du Plessis,333,2013.3,333,63
F du Plessis,333,2013.4,333,63
F du Plessis,333,2013.5,333,64
F du Plessis,333,2013.6,333,65
F du Plessis,333,2013.7,333,65
F du Plessis,333,2013.8,333,65
F du Plessis,333,2013.9,333,66
F du Plessis,353,2014,333,66
F du Plessis,369,2014.1,353,66
F du Plessis,399,2014.2,369,66
F du Plessis,399,2014.3,399,66
F du Plessis,438,2014.4,399,66
F du Plessis,483,2014.5,438,64
F du Plessis,538,2014.6,483,62
F du Plessis,559,2014.7,538,61
F du Plessis,571,2014.8,559,61
F du Plessis,650,2014.9,571,59
F du Plessis,658,2015,650,58
F du Plessis,669,2015.1,658,58
F du Plessis,677,2015.2,669,59
F du Plessis,678,2015.3,677,59
F du Plessis,696,2015.4,678,59
F du Plessis,739,2015.5,696,58
F du Plessis,764,2015.6,739,58
F du Plessis,781,2015.7,764,57
F du Plessis,799,2015.8,781,57
F du Plessis,1012,2015.9,799,46
F du Plessis,1065,2016,1012,45
F du Plessis,1101,2016.1,1065,45
F du Plessis,1146,2016.2,1101,45
F du Plessis,1148,2016.3,1146,45
F du Plessis,1160,2016.4,1148,45
F du Plessis,1197,2016.5,1160,42
F du Plessis,1197,2016.6,1197,42
F du Plessis,1197,2016.7,1197,43
F du Plessis,1197,2016.8,1197,44
F du Plessis,1197,2016.9,1197,45
F du Plessis,1201,2017,1197,45
F du Plessis,1201,2017.1,1201,45
F du Plessis,1201,2017.2,1201,45
F du Plessis,1201,2017.3,1201,45
F du Plessis,1201,2017.4,1201,46
F du Plessis,1201,2017.5,1201,46
F du Plessis,1201,2017.6,1201,46
F du Plessis,1201,2017.7,1201,46
F du Plessis,1201,2017.8,1201,46
F du Plessis,1201,2017.9,1201,47
F du Plessis,1217,2018,1201,47
F du Plessis,1268,2018.1,1217,47
F du Plessis,1271,2018.2,1268,46
F du Plessis,1293,2018.3,1271,47
F du Plessis,1335,2018.4,1293,46
F du Plessis,1345,2018.5,1335,46
F du Plessis,1345,2018.6,1345,46
F du Plessis,1345,2018.7,1345,46
F du Plessis,1345,2018.8,1345,46
F du Plessis,1345,2018.9,1345,49
F du Plessis,1378,2019,1345,45
F du Plessis,1412,2019.1,1378,45
F du Plessis,1422,2019.2,1412,44
F du Plessis,1439,2019.3,1422,44
F du Plessis,1506,2019.4,1439,40
F du Plessis,1519,2019.5,1506,41
F du Plessis,1523,2019.6,1519,41
F du Plessis,1575,2019.7,1523,42
F du Plessis,1659,2019.8,1575,39
F du Plessis,1746,2019.9,1659,39
F du Plessis,1800,2020,1746,37
F du Plessis,1843,2020.1,1800,34
F du Plessis,1851,2020.2,1843,34
F du Plessis,1883,2020.3,1851,35
F du Plessis,1951,2020.4,1883,32
F du Plessis,2017,2020.5,1951,30
F du Plessis,2043,2020.6,2017,30
F du Plessis,2057,2020.7,2043,30
F du Plessis,2078,2020.8,2057,30
F du Plessis,2137,2020.9,2078,31
G Gambhir,67,2008,2137,3
G Gambhir,86,2008.1,67,7
G Gambhir,100,2008.2,86,10
G Gambhir,188,2008.3,100,2
G Gambhir,219,2008.4,188,2
G Gambhir,226,2008.5,219,2
G Gambhir,299,2008.6,226,2
G Gambhir,323,2008.7,299,2
G Gambhir,331,2008.8,323,2
G Gambhir,545,2008.9,331,2
G Gambhir,557,2009,545,2
G Gambhir,557,2009.1,557,2
G Gambhir,572,2009.2,557,2
G Gambhir,581,2009.3,572,2
G Gambhir,607,2009.4,581,1
G Gambhir,621,2009.5,607,1
G Gambhir,697,2009.6,621,1
G Gambhir,727,2009.7,697,1
G Gambhir,750,2009.8,727,1
G Gambhir,872,2009.9,750,1
G Gambhir,946,2010,872,1
G Gambhir,957,2010.1,946,1
G Gambhir,964,2010.2,957,1
G Gambhir,1006,2010.3,964,1
G Gambhir,1008,2010.4,1006,1
G Gambhir,1049,2010.5,1008,1
G Gambhir,1072,2010.6,1049,1
G Gambhir,1081,2010.7,1072,1
G Gambhir,1127,2010.8,1081,1
G Gambhir,1140,2010.9,1127,5
G Gambhir,1142,2011,1140,6
G Gambhir,1157,2011.1,1142,6
G Gambhir,1196,2011.2,1157,6
G Gambhir,1277,2011.3,1196,6
G Gambhir,1279,2011.4,1277,6
G Gambhir,1308,2011.5,1279,5
G Gambhir,1327,2011.6,1308,5
G Gambhir,1383,2011.7,1327,5
G Gambhir,1416,2011.8,1383,5
G Gambhir,1500,2011.9,1416,5
G Gambhir,1522,2012,1500,5
G Gambhir,1522,2012.1,1522,5
G Gambhir,1572,2012.2,1522,5
G Gambhir,1588,2012.3,1572,5
G Gambhir,1609,2012.4,1588,5
G Gambhir,1670,2012.5,1609,4
G Gambhir,1745,2012.6,1670,3
G Gambhir,1796,2012.7,1745,3
G Gambhir,1887,2012.8,1796,3
G Gambhir,2046,2012.9,1887,3
G Gambhir,2071,2013,2046,3
G Gambhir,2099,2013.1,2071,3
G Gambhir,2137,2013.2,2099,3
G Gambhir,2172,2013.3,2137,3
G Gambhir,2239,2013.4,2172,3
G Gambhir,2265,2013.5,2239,3
G Gambhir,2288,2013.6,2265,3
G Gambhir,2296,2013.7,2288,3
G Gambhir,2308,2013.8,2296,3
G Gambhir,2463,2013.9,2308,4
G Gambhir,2476,2014,2463,4
G Gambhir,2476,2014.1,2476,4
G Gambhir,2480,2014.2,2476,4
G Gambhir,2482,2014.3,2480,4
G Gambhir,2554,2014.4,2482,3
G Gambhir,2555,2014.5,2554,3
G Gambhir,2594,2014.6,2555,3
G Gambhir,2668,2014.7,2594,3
G Gambhir,2726,2014.8,2668,3
G Gambhir,2829,2014.9,2726,3
G Gambhir,2903,2015,2829,3
G Gambhir,2967,2015.1,2903,2
G Gambhir,2990,2015.2,2967,2
G Gambhir,2997,2015.3,2990,2
G Gambhir,3052,2015.4,2997,2
G Gambhir,3075,2015.5,3052,2
G Gambhir,3100,2015.6,3075,2
G Gambhir,3102,2015.7,3100,2
G Gambhir,3117,2015.8,3102,2
G Gambhir,3227,2015.9,3117,3
G Gambhir,3275,2016,3227,3
G Gambhir,3338,2016.1,3275,2
G Gambhir,3415,2016.2,3338,2
G Gambhir,3483,2016.3,3415,2
G Gambhir,3489,2016.4,3483,2
G Gambhir,3537,2016.5,3489,2
G Gambhir,3556,2016.6,3537,2
G Gambhir,3618,2016.7,3556,2
G Gambhir,3692,2016.8,3618,2
G Gambhir,3778,2016.9,3692,3
G Gambhir,3863,2017,3778,3
G Gambhir,3873,2017.1,3863,3
G Gambhir,3947,2017.2,3873,3
G Gambhir,3959,2017.3,3947,3
G Gambhir,3976,2017.4,3959,3
G Gambhir,4028,2017.5,3976,2
G Gambhir,4046,2017.6,4028,3
G Gambhir,4100,2017.7,4046,1
G Gambhir,4167,2017.8,4100,1
G Gambhir,4293,2017.9,4167,2
G Gambhir,4353,2018,4293,1
G Gambhir,4365,2018.1,4353,1
G Gambhir,4369,2018.2,4365,1
G Gambhir,4372,2018.3,4369,3
G Gambhir,4391,2018.4,4372,3
G Gambhir,4391,2018.5,4391,3
G Gambhir,4391,2018.6,4391,3
G Gambhir,4391,2018.7,4391,3
G Gambhir,4391,2018.8,4391,3
G Gambhir,4391,2018.9,4391,4
G Gambhir,4391,2019,4391,4
G Gambhir,4391,2019.1,4391,4
G Gambhir,4391,2019.2,4391,4
G Gambhir,4391,2019.3,4391,4
G Gambhir,4391,2019.4,4391,4
G Gambhir,4391,2019.5,4391,4
G Gambhir,4391,2019.6,4391,4
G Gambhir,4391,2019.7,4391,4
G Gambhir,4391,2019.8,4391,4
G Gambhir,4391,2019.9,4391,5
G Gambhir,4391,2020,4391,5
G Gambhir,4391,2020.1,4391,5
G Gambhir,4391,2020.2,4391,5
G Gambhir,4391,2020.3,4391,5
G Gambhir,4391,2020.4,4391,5
G Gambhir,4391,2020.5,4391,5
G Gambhir,4391,2020.6,4391,5
G Gambhir,4391,2020.7,4391,6
G Gambhir,4391,2020.8,4391,6
G Gambhir,4391,2020.9,4391,7
GC Smith,53,2008,4391,6
GC Smith,96,2008.1,53,4
GC Smith,100,2008.2,96,11
GC Smith,161,2008.3,100,4
GC Smith,172,2008.4,161,7
GC Smith,215,2008.5,172,3
GC Smith,259,2008.6,215,3
GC Smith,312,2008.7,259,3
GC Smith,320,2008.8,312,3
GC Smith,404,2008.9,320,7
GC Smith,412,2009,404,9
GC Smith,424,2009.1,412,11
GC Smith,433,2009.2,424,12
GC Smith,477,2009.3,433,7
GC Smith,481,2009.4,477,8
GC Smith,481,2009.5,481,10
GC Smith,536,2009.6,481,9
GC Smith,551,2009.7,536,10
GC Smith,605,2009.8,551,8
GC Smith,635,2009.9,605,11
GC Smith,682,2010,635,8
GC Smith,700,2010.1,682,8
GC Smith,700,2010.2,700,9
GC Smith,700,2010.3,700,14
GC Smith,700,2010.4,700,14
GC Smith,700,2010.5,700,14
GC Smith,700,2010.6,700,15
GC Smith,700,2010.7,700,17
GC Smith,700,2010.8,700,17
GC Smith,700,2010.9,700,20
GC Smith,700,2011,700,24
GC Smith,735,2011.1,700,23
GC Smith,750,2011.2,735,23
GC Smith,781,2011.3,750,23
GC Smith,781,2011.4,781,23
GC Smith,781,2011.5,781,24
GC Smith,781,2011.6,781,25
GC Smith,781,2011.7,781,26
GC Smith,781,2011.8,781,27
GC Smith,781,2011.9,781,34
GC Smith,781,2012,781,35
GC Smith,781,2012.1,781,38
GC Smith,781,2012.2,781,39
GC Smith,781,2012.3,781,40
GC Smith,781,2012.4,781,41
GC Smith,781,2012.5,781,43
GC Smith,781,2012.6,781,44
GC Smith,781,2012.7,781,44
GC Smith,781,2012.8,781,44
GC Smith,781,2012.9,781,47
GC Smith,781,2013,781,47
GC Smith,781,2013.1,781,47
GC Smith,781,2013.2,781,47
GC Smith,781,2013.3,781,47
GC Smith,781,2013.4,781,47
GC Smith,781,2013.5,781,47
GC Smith,781,2013.6,781,48
GC Smith,781,2013.7,781,48
GC Smith,781,2013.8,781,49
GC Smith,781,2013.9,781,50
GC Smith,781,2014,781,51
GC Smith,781,2014.1,781,51
GC Smith,781,2014.2,781,52
GC Smith,781,2014.3,781,52
GC Smith,781,2014.4,781,52
GC Smith,781,2014.5,781,52
GC Smith,781,2014.6,781,52
GC Smith,781,2014.7,781,52
GC Smith,781,2014.8,781,53
GC Smith,781,2014.9,781,54
GC Smith,781,2015,781,54
GC Smith,781,2015.1,781,54
GC Smith,781,2015.2,781,54
GC Smith,781,2015.3,781,55
GC Smith,781,2015.4,781,56
GC Smith,781,2015.5,781,56
GC Smith,781,2015.6,781,57
GC Smith,781,2015.7,781,58
GC Smith,781,2015.8,781,58
GC Smith,781,2015.9,781,59
GC Smith,781,2016,781,58
GC Smith,781,2016.1,781,58
GC Smith,781,2016.2,781,59
GC Smith,781,2016.3,781,59
GC Smith,781,2016.4,781,60
GC Smith,781,2016.5,781,60
GC Smith,781,2016.6,781,60
GC Smith,781,2016.7,781,60
GC Smith,781,2016.8,781,61
GC Smith,781,2016.9,781,62
GC Smith,781,2017,781,61
GC Smith,781,2017.1,781,62
GC Smith,781,2017.2,781,63
GC Smith,781,2017.3,781,63
GC Smith,781,2017.4,781,63
GC Smith,781,2017.5,781,63
GC Smith,781,2017.6,781,63
GC Smith,781,2017.7,781,64
GC Smith,781,2017.8,781,64
GC Smith,781,2017.9,781,66
GC Smith,781,2018,781,67
GC Smith,781,2018.1,781,68
GC Smith,781,2018.2,781,68
GC Smith,781,2018.3,781,68
GC Smith,781,2018.4,781,70
GC Smith,781,2018.5,781,70
GC Smith,781,2018.6,781,70
GC Smith,781,2018.7,781,70
GC Smith,781,2018.8,781,71
GC Smith,781,2018.9,781,74
GC Smith,781,2019,781,74
GC Smith,781,2019.1,781,74
GC Smith,781,2019.2,781,75
GC Smith,781,2019.3,781,75
GC Smith,781,2019.4,781,75
GC Smith,781,2019.5,781,77
GC Smith,781,2019.6,781,77
GC Smith,781,2019.7,781,77
GC Smith,781,2019.8,781,77
GC Smith,781,2019.9,781,78
GC Smith,781,2020,781,79
GC Smith,781,2020.1,781,79
GC Smith,781,2020.2,781,80
GC Smith,781,2020.3,781,80
GC Smith,781,2020.4,781,80
GC Smith,781,2020.5,781,81
GC Smith,781,2020.6,781,81
GC Smith,781,2020.7,781,81
GC Smith,781,2020.8,781,81
GC Smith,781,2020.9,781,85
GJ Bailey,0,2008,781,62
GJ Bailey,0,2008.1,0,62
GJ Bailey,0,2008.2,0,62
GJ Bailey,0,2008.3,0,62
GJ Bailey,0,2008.4,0,62
GJ Bailey,0,2008.5,0,62
GJ Bailey,0,2008.6,0,62
GJ Bailey,0,2008.7,0,62
GJ Bailey,0,2008.8,0,62
GJ Bailey,0,2008.9,0,62
GJ Bailey,33,2009,0,47
GJ Bailey,49,2009.1,33,52
GJ Bailey,49,2009.2,49,54
GJ Bailey,49,2009.3,49,54
GJ Bailey,49,2009.4,49,56
GJ Bailey,49,2009.5,49,56
GJ Bailey,49,2009.6,49,56
GJ Bailey,49,2009.7,49,56
GJ Bailey,49,2009.8,49,56
GJ Bailey,49,2009.9,49,56
GJ Bailey,93,2010,49,55
GJ Bailey,93,2010.1,93,55
GJ Bailey,93,2010.2,93,57
GJ Bailey,93,2010.3,93,57
GJ Bailey,93,2010.4,93,58
GJ Bailey,93,2010.5,93,59
GJ Bailey,93,2010.6,93,59
GJ Bailey,93,2010.7,93,59
GJ Bailey,93,2010.8,93,60
GJ Bailey,93,2010.9,93,60
GJ Bailey,93,2011,93,61
GJ Bailey,93,2011.1,93,61
GJ Bailey,93,2011.2,93,61
GJ Bailey,93,2011.3,93,61
GJ Bailey,93,2011.4,93,61
GJ Bailey,93,2011.5,93,63
GJ Bailey,93,2011.6,93,63
GJ Bailey,93,2011.7,93,63
GJ Bailey,93,2011.8,93,63
GJ Bailey,93,2011.9,93,63
GJ Bailey,93,2012,93,65
GJ Bailey,93,2012.1,93,65
GJ Bailey,93,2012.2,93,65
GJ Bailey,93,2012.3,93,66
GJ Bailey,93,2012.4,93,68
GJ Bailey,93,2012.5,93,69
GJ Bailey,93,2012.6,93,69
GJ Bailey,93,2012.7,93,69
GJ Bailey,93,2012.8,93,69
GJ Bailey,93,2012.9,93,69
GJ Bailey,93,2013,93,72
GJ Bailey,93,2013.1,93,73
GJ Bailey,93,2013.2,93,73
GJ Bailey,93,2013.3,93,73
GJ Bailey,93,2013.4,93,73
GJ Bailey,93,2013.5,93,73
GJ Bailey,93,2013.6,93,73
GJ Bailey,93,2013.7,93,73
GJ Bailey,93,2013.8,93,74
GJ Bailey,93,2013.9,93,74
GJ Bailey,123,2014,93,75
GJ Bailey,133,2014.1,123,75
GJ Bailey,156,2014.2,133,75
GJ Bailey,181,2014.3,156,75
GJ Bailey,201,2014.4,181,76
GJ Bailey,217,2014.5,201,73
GJ Bailey,236,2014.6,217,73
GJ Bailey,246,2014.7,236,74
GJ Bailey,277,2014.8,246,74
GJ Bailey,372,2014.9,277,71
GJ Bailey,429,2015,372,69
GJ Bailey,463,2015.1,429,68
GJ Bailey,475,2015.2,463,68
GJ Bailey,539,2015.3,475,66
GJ Bailey,545,2015.4,539,66
GJ Bailey,570,2015.5,545,66
GJ Bailey,591,2015.6,570,65
GJ Bailey,607,2015.7,591,65
GJ Bailey,612,2015.8,607,66
GJ Bailey,653,2015.9,612,65
GJ Bailey,654,2016,653,64
GJ Bailey,715,2016.1,654,61
GJ Bailey,744,2016.2,715,61
GJ Bailey,763,2016.3,744,60
GJ Bailey,786,2016.4,763,59
GJ Bailey,786,2016.5,786,59
GJ Bailey,786,2016.6,786,59
GJ Bailey,786,2016.7,786,59
GJ Bailey,786,2016.8,786,60
GJ Bailey,786,2016.9,786,61
GJ Bailey,786,2017,786,60
GJ Bailey,786,2017.1,786,61
GJ Bailey,786,2017.2,786,61
GJ Bailey,786,2017.3,786,61
GJ Bailey,786,2017.4,786,61
GJ Bailey,786,2017.5,786,61
GJ Bailey,786,2017.6,786,61
GJ Bailey,786,2017.7,786,62
GJ Bailey,786,2017.8,786,62
GJ Bailey,786,2017.9,786,64
GJ Bailey,786,2018,786,66
GJ Bailey,786,2018.1,786,67
GJ Bailey,786,2018.2,786,67
GJ Bailey,786,2018.3,786,67
GJ Bailey,786,2018.4,786,69
GJ Bailey,786,2018.5,786,69
GJ Bailey,786,2018.6,786,69
GJ Bailey,786,2018.7,786,69
GJ Bailey,786,2018.8,786,70
GJ Bailey,786,2018.9,786,73
GJ Bailey,786,2019,786,73
GJ Bailey,786,2019.1,786,73
GJ Bailey,786,2019.2,786,74
GJ Bailey,786,2019.3,786,74
GJ Bailey,786,2019.4,786,74
GJ Bailey,786,2019.5,786,75
GJ Bailey,786,2019.6,786,76
GJ Bailey,786,2019.7,786,76
GJ Bailey,786,2019.8,786,76
GJ Bailey,786,2019.9,786,77
GJ Bailey,786,2020,786,78
GJ Bailey,786,2020.1,786,78
GJ Bailey,786,2020.2,786,79
GJ Bailey,786,2020.3,786,79
GJ Bailey,786,2020.4,786,79
GJ Bailey,786,2020.5,786,80
GJ Bailey,786,2020.6,786,80
GJ Bailey,786,2020.7,786,80
GJ Bailey,786,2020.8,786,80
GJ Bailey,786,2020.9,786,84
GJ Maxwell,0,2008,786,63
GJ Maxwell,0,2008.1,0,63
GJ Maxwell,0,2008.2,0,63
GJ Maxwell,0,2008.3,0,63
GJ Maxwell,0,2008.4,0,63
GJ Maxwell,0,2008.5,0,63
GJ Maxwell,0,2008.6,0,63
GJ Maxwell,0,2008.7,0,63
GJ Maxwell,0,2008.8,0,63
GJ Maxwell,0,2008.9,0,63
GJ Maxwell,0,2009,0,69
GJ Maxwell,0,2009.1,0,69
GJ Maxwell,0,2009.2,0,69
GJ Maxwell,0,2009.3,0,69
GJ Maxwell,0,2009.4,0,69
GJ Maxwell,0,2009.5,0,69
GJ Maxwell,0,2009.6,0,69
GJ Maxwell,0,2009.7,0,69
GJ Maxwell,0,2009.8,0,69
GJ Maxwell,0,2009.9,0,69
GJ Maxwell,0,2010,0,73
GJ Maxwell,0,2010.1,0,73
GJ Maxwell,0,2010.2,0,73
GJ Maxwell,0,2010.3,0,73
GJ Maxwell,0,2010.4,0,73
GJ Maxwell,0,2010.5,0,73
GJ Maxwell,0,2010.6,0,73
GJ Maxwell,0,2010.7,0,73
GJ Maxwell,0,2010.8,0,73
GJ Maxwell,0,2010.9,0,73
GJ Maxwell,0,2011,0,75
GJ Maxwell,0,2011.1,0,75
GJ Maxwell,0,2011.2,0,75
GJ Maxwell,0,2011.3,0,75
GJ Maxwell,0,2011.4,0,75
GJ Maxwell,0,2011.5,0,75
GJ Maxwell,0,2011.6,0,75
GJ Maxwell,0,2011.7,0,75
GJ Maxwell,0,2011.8,0,75
